age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36, Self-emp-not-inc,205567, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,6,0,65, United-States, >50K
48, Private,116597, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,16,0,58, United-States, >50K
43, Self-emp-inc,100043, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,5,0,40, United-States, <=50K
33, Self-emp-not-inc,377417, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,4100,0,36, United-States, <=50K
42, Private,278562, 12th,7, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, England, <=50K
52, Self-emp-inc,284106, Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3,0,56, Iran, >50K
39, Private,292493, Assoc-acdm,13, Married-spouse-absent, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,24,0,40, Jamaica, <=50K
25, Self-emp-not-inc,53322, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,23,0,57, United-States, <=50K
39, State-gov,71489, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc,89628, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,16,0,36, United-States, >50K
44, Private,86851, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,37, United-States, <=50K
26, Self-emp-not-inc,71451, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,9,0,49, India, <=50K
41, Private,374936, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,40, United-States, <=50K
46, Private,119478, Masters,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, England, <=50K
24, ?,365512, Assoc-acdm,13, Widowed, ?, Other-relative, White, Female,0,0,40, United-States, <=50K
32, Local-gov,40848, Masters,14, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
71, Federal-gov,152930, Some-college,10, Widowed, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
18, Private,145236, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,4,0,30, United-States, <=50K
60, Self-emp-not-inc,48133, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,9,0,40, United-States, <=50K
62, Self-emp-not-inc,136031, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3,0,35, United-States, <=50K
43, Private,370426, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15363,0,67, Thailand, >50K
40, State-gov,243573, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,37, United-States, <=50K
61, State-gov,40486, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov,149708, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5,0,40, United-States, >50K
35, Private,190748, Some-college,10, Separated, Tech-support, Unmarried, White, Female,17,0,40, United-States, <=50K
25, Local-gov,173126, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,11,0,3, United-States, <=50K
56, Local-gov,195374, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,14,0,35, United-States, <=50K
32, Private,291089, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,11,0,36, United-States, <=50K
28, Private,141035, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,15,0,40, United-States, <=50K
21, Private,56547, Bachelors,13, Never-married, Other-service, Unmarried, White, Female,0,0,22, South, <=50K
43, Local-gov,190470, Assoc-acdm,12, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private,258204, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc,389075, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3814,0,40, United-States, <=50K
58, Private,92796, 11th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov,116607, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5,2089,40, United-States, >50K
40, Private,364809, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
37, Local-gov,195219, Masters,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,14891,0,40, Japan, >50K
23, Private,32920, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,26,0,56, United-States, <=50K
53, Self-emp-inc,385583, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,12,0,56, Canada, <=50K
45, Self-emp-inc,12285, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,26,0,59, United-States, >50K
39, Private,167167, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,11,0,67, United-States, >50K
52, Local-gov,182559, Doctorate,14, Married-civ-spouse, Prof-specialty, Husband, White, Female,3,1,40, Philippines, >50K
21, Private,107838, HS-grad,9, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private,106106, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,29,0,54, United-States, <=50K
29, Private,470177, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,22,0,40, United-States, <=50K
21, ?,190603, HS-grad,9, Widowed, ?, Other-relative, White, Male,10,0,23, United-States, <=50K
66, Self-emp-not-inc,143200, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,20,0,45, United-States, <=50K
23, Private,229183, 11th,7, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private,143989, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,70, United-States, >50K
79, Self-emp-inc,183955, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,3743,0,35, United-States, >50K
22, Local-gov,305143, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
42, Private,135956, Some-college,10, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,13, South, <=50K
37, Private,190685, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,13,0,61, United-States, <=50K
55, Self-emp-not-inc,288018, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,66, United-States, >50K
24, Private,396352, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, Black, Female,1,0,40, United-States, <=50K
66, ?,157048, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,34, United-States, <=50K
52, Private,146731, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,23,0,40, United-States, >50K
43, Private,338787, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,4856,0,64, England, >50K
18, Federal-gov,324619, 10th,6, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
39, State-gov,179355, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3565,0,40, United-States, >50K
45, Self-emp-not-inc,36614, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
44, Without-pay,114585, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,49, United-States, <=50K
53, Self-emp-not-inc,340958, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
58, State-gov,182577, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,16,0,60, United-States, >50K
34, Private,147426, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Without-pay,232900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7,0,40, United-States, <=50K
41, Local-gov,178099, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,11,0,40, United-States, >50K
60, Private,268871, 9th,5, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
56, Private,302075, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
67, Local-gov,135808, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Cuba, <=50K
19, ?,91822, 12th,5, Never-married, ?, Own-child, White, Female,0,0,19, United-States, <=50K
24, Self-emp-not-inc,277076, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,58,0,35, South, <=50K
41, Private,42428, Prof-school,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,26,0,40, United-States, >50K
50, Private,201970, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc,93829, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,8,0,55, United-States, <=50K
41, Private,286432, 1st-4th,15, Separated, Prof-specialty, Not-in-family, White, Female,26,0,40, United-States, >50K
64, Private,215531, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,16,0,57, United-States, <=50K
73, Private,187794, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private,189597, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,10,0,40, United-States, <=50K
41, Federal-gov,241865, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Male,9,0,59, United-States, >50K
46, Private,365586, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,18,0,40, United-States, <=50K
65, State-gov,378780, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3796,0,57, United-States, >50K
19, ?,120654, HS-grad,9, Never-married, ?, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc,100199, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,191931, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States, <=50K
55, Private,165645, Some-college,10, Widowed, Tech-support, Not-in-family, White, Female,16,0,40, United-States, <=50K
31, Private,152133, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,1,0,40, United-States, <=50K
65, Local-gov,404814, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7,0,40, Cuba, <=50K
31, Private,469349, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,58, United-States, <=50K
29, Private,312040, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,3,0,35, United-States, <=50K
44, Private,387442, HS-grad,9, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,10,0,23, Jamaica, <=50K
61, Without-pay,58216, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,1790,58, United-States, <=50K
53, Self-emp-inc,121171, 1st-4th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,67, United-States, <=50K
40, Federal-gov,285741, Doctorate,16, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,13,0,40, United-States, >50K
25, ?,137299, 10th,6, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private,656273, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,3,0,12, United-States, <=50K
37, Private,336189, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,15460,0,50, United-States, >50K
24, Federal-gov,168009, Assoc-acdm,13, Never-married, Prof-specialty, Own-child, White, Male,31,0,40, United-States, <=50K
17, Never-worked,327088, HS-grad,9, Never-married, ?, Not-in-family, White, Male,12,0,40, Thailand, <=50K
18, Private,243934, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,1,0,35, United-States, <=50K
25, Private,270381, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,34, United-States, <=50K
29, Local-gov,280537, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,13,0,40, Poland, >50K
52, Private,163174, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, >50K
31, Local-gov,123897, Assoc-acdm,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,2,0,40, United-States, <=50K
44, Private,152367, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,1,0,40, United-States, <=50K
55, Private,213351, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,26,0,40, Cuba, >50K
18, Private,336829, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,29, United-States, <=50K
43, Private,103262, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,44, United-States, <=50K
22, Federal-gov,80711, Some-college,10, Divorced, ?, Not-in-family, White, Female,12,0,6, England, <=50K
46, Private,82521, Preschool,3, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,10,0,40, Mexico, >50K
77, Self-emp-inc,279964, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Male,31,0,55, Greece, >50K
27, Private,119722, 12th,3, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Federal-gov,27389, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,37, United-States, <=50K
23, Private,292844, Bachelors,13, Divorced, Tech-support, Other-relative, White, Female,0,0,40, United-States, <=50K
21, Private,122752, 11th,7, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
57, Local-gov,124127, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,6,0,40, United-States, <=50K
22, Local-gov,280914, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,4,0,56, United-States, <=50K
54, Private,196720, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,37,0,61, United-States, >50K
41, Private,126992, Assoc-voc,6, Married-civ-spouse, Craft-repair, Husband, White, Male,3999,0,40, United-States, <=50K
42, Self-emp-not-inc,367889, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,1,0,40, United-States, <=50K
25, Private,286624, Bachelors,13, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,1,0,40, Jamaica, <=50K
63, Federal-gov,105258, Prof-school,9, Separated, Prof-specialty, Not-in-family, White, Female,9,0,34, United-States, >50K
36, Self-emp-not-inc,140133, Assoc-voc,15, Married-civ-spouse, Craft-repair, Husband, White, Male,39,0,50, United-States, >50K
71, Private,225178, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
90, Self-emp-inc,183449, HS-grad,9, Widowed, Sales, Unmarried, White, Female,8,0,7, United-States, <=50K
22, Private,85884, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,20,0,11, United-States, <=50K
54, Federal-gov,400432, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, Female,19,0,40, United-States, <=50K
81, ?,181834, HS-grad,9, Married-AF-spouse, ?, Unmarried, White, Female,10,1,36, United-States, <=50K
39, Self-emp-not-inc,178417, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,13,0,60, United-States, <=50K
28, Private,211637, Assoc-acdm,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,271427, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,6,0,40, Haiti, <=50K
19, ?,132193, 11th,7, Divorced, ?, Own-child, White, Female,0,0,8, United-States, <=50K
24, Private,56737, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,16,0,40, United-States, <=50K
43, Private,300880, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6,0,35, England, >50K
69, Self-emp-not-inc,316194, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,16,0,35, United-States, >50K
40, Private,60258, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,58, United-States, >50K
47, Private,18389, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,1,0,73, United-States, >50K
22, Private,202758, Preschool,4, Separated, Adm-clerical, Other-relative, White, Female,6,0,40, Mexico, <=50K
41, Private,109032, Assoc-voc,11, Never-married, Craft-repair, Unmarried, Black, Male,1,0,40, United-States, <=50K
62, ?,194282, 9th,6, Widowed, ?, Unmarried, White, Female,12,0,40, United-States, <=50K
44, Local-gov,325609, Some-college,10, Widowed, Farming-fishing, Other-relative, Black, Female,0,0,36, United-States, <=50K
31, Private,123729, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Female,38,0,40, United-States, <=50K
51, ?,38979, 10th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,19, United-States, <=50K
53, Private,252085, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5,0,40, United-States, >50K
61, State-gov,67108, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,19,0,40, United-States, <=50K
71, State-gov,243950, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,19,0,40, United-States, <=50K
78, Self-emp-not-inc,95968, Some-college,10, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Federal-gov,221003, Some-college,16, Married-AF-spouse, Prof-specialty, Other-relative, White, Female,11,0,40, France, >50K
53, State-gov,158778, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Other, Male,1,0,50, ?, <=50K
61, Self-emp-not-inc,128528, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,34,0,74, United-States, <=50K
20, ?,220668, 11th,7, Never-married, ?, Own-child, White, Female,0,0,19, United-States, <=50K
48, Private,199227, Some-college,10, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
52, Federal-gov,113790, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,6,0,40, Nicaragua, >50K
52, Private,212655, 7th-8th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,20,0,40, United-States, <=50K
28, Private,213032, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,25,0,40, United-States, <=50K
62, Self-emp-not-inc,195940, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,7582,0,49, United-States, <=50K
54, Self-emp-not-inc,230633, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,3424,0,40, United-States, <=50K
47, Private,331609, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,27,0,56, United-States, <=50K
30, State-gov,110364, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,7, United-States, <=50K
24, Private,319499, 5th-6th,3, Never-married, Craft-repair, Not-in-family, White, Male,22,0,40, Mexico, <=50K
43, Federal-gov,222032, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,58, United-States, <=50K
33, Self-emp-inc,117222, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
36, Private,546918, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,93385, Bachelors,13, Never-married, Sales, Unmarried, White, Female,16,0,35, United-States, <=50K
22, Federal-gov,231749, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,1,40, United-States, <=50K
24, Private,25166, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,4,0,40, United-States, <=50K
38, Federal-gov,255931, Assoc-acdm,6, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,5,0,40, United-States, <=50K
58, ?,327087, 10th,6, Divorced, ?, Not-in-family, White, Female,12,0,35, United-States, <=50K
41, Private,101747, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,25774, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,24,0,50, United-States, >50K
22, Private,294326, Assoc-acdm,13, Never-married, Adm-clerical, Not-in-family, White, Female,23,0,66, United-States, <=50K
43, Private,345054, Assoc-acdm,13, Separated, Prof-specialty, Wife, White, Female,20,0,12, ?, <=50K
45, Local-gov,222238, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4,0,44, United-States, >50K
26, Federal-gov,41275, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Local-gov,133013, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,6,1,40, United-States, <=50K
38, Private,178833, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,2,0,40, United-States, <=50K
41, Local-gov,258928, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private,209221, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
32, Private,139982, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Without-pay,468943, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,6,0,40, United-States, <=50K
33, Private,314482, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male,21,0,40, United-States, <=50K
24, Local-gov,191042, Bachelors,13, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,1818,36, France, <=50K
61, Self-emp-not-inc,87412, Some-college,10, Widowed, Sales, Not-in-family, White, Female,6,0,30, United-States, <=50K
59, Private,172186, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,6,0,40, United-States, >50K
44, Federal-gov,205324, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,38,0,40, United-States, >50K
19, Local-gov,169374, 11th,4, Never-married, Priv-house-serv, Own-child, White, Female,0,0,35, United-States, <=50K
64, Self-emp-not-inc,154560, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,18,0,17, United-States, <=50K
18, Private,85629, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,3483,0,40, United-States, <=50K
47, Local-gov,394867, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,21,0,40, United-States, >50K
57, Self-emp-inc,340199, HS-grad,9, Widowed, Adm-clerical, Other-relative, White, Female,20,0,58, United-States, <=50K
29, Private,186978, 11th,4, Never-married, Handlers-cleaners, Own-child, White, Male,13,0,40, United-States, <=50K
37, Local-gov,313981, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,21,1790,64, United-States, <=50K
42, State-gov,142589, 7th-8th,7, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,11,0,45, ?, <=50K
66, Local-gov,54332, HS-grad,9, Married-AF-spouse, Sales, Wife, White, Female,7867,0,34, United-States, >50K
21, ?,105401, Some-college,10, Never-married, ?, Own-child, White, Female,7,0,7, United-States, <=50K
20, Private,204418, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
61, Private,110291, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,19,0,40, England, <=50K
24, Private,227232, Some-college,6, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,125525, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,56, United-States, >50K
37, Federal-gov,62681, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,13,0,40, United-States, <=50K
42, Self-emp-inc,125263, 10th,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
27, Federal-gov,156729, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,17,0,45, United-States, >50K
27, Private,169531, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,11,0,34, United-States, <=50K
48, State-gov,305776, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, ?,214413, 10th,4, Never-married, ?, Own-child, White, Female,0,0,34, United-States, <=50K
40, Private,73225, 9th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,521910, Bachelors,13, Separated, Craft-repair, Not-in-family, White, Male,0,2007,35, Cuba, <=50K
19, Private,108921, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Local-gov,310033, Bachelors,13, Divorced, Craft-repair, Unmarried, White, Male,5,0,40, United-States, <=50K
43, Federal-gov,263666, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
62, Private,245820, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,2667,0,49, United-States, <=50K
70, Private,36230, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,40, United-States, <=50K
34, Private,191455, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,24,0,40, United-States, <=50K
35, Self-emp-not-inc,71033, Some-college,10, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,29, United-States, <=50K
41, Private,312552, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,7,0,35, United-States, <=50K
36, Private,99138, Masters,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
40, State-gov,214121, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private,314085, Some-college,10, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, South, <=50K
84, Federal-gov,169002, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,17,0,40, United-States, >50K
42, Private,455198, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,11,0,40, United-States, <=50K
43, Private,157685, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,58, Cuba, <=50K
48, Private,204841, 12th,6, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,19,0,40, United-States, <=50K
22, Local-gov,65602, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
63, Self-emp-not-inc,26609, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,21,0,50, United-States, >50K
43, Private,69978, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private,478652, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,17,0,40, United-States, <=50K
41, Self-emp-inc,190953, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,18,0,55, Vietnam, >50K
46, Federal-gov,237997, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,3812,0,40, Cuba, >50K
36, Private,119353, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,3,0,40, United-States, <=50K
22, Private,186963, 5th-6th,3, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private,272767, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,64670, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,13,0,40, United-States, <=50K
25, Local-gov,101831, Masters,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1788,44, United-States, <=50K
25, Private,262865, Doctorate,16, Never-married, Prof-specialty, Husband, White, Male,14,0,61, United-States, >50K
53, Self-emp-not-inc,30962, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,21,0,40, United-States, <=50K
60, Federal-gov,339728, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,18,0,40, United-States, >50K
22, Private,147745, Some-college,10, Never-married, Other-service, Own-child, White, Male,5,0,12, United-States, <=50K
31, Private,205676, Assoc-acdm,13, Separated, Prof-specialty, Not-in-family, White, Female,9,0,34, United-States, <=50K
72, State-gov,314646, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
18, ?,192846, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,34, United-States, <=50K
